Edos List,,,,,,,,,,,
#,state,city,test code,test name,mrp,group,specimen type,method,temp,test schedule,tat
652,Maharashtra,Mumbai,SERO015,test_652,6600,C8,3 ml EDTA Whole Blood (Sample Shoud Reach Lab within 1 Hr after collection). Communicate with Aspira before collecting sample,CLIA,Room Temp,Daily 9 am to 7 pm,Same Day
653,Maharashtra,Mumbai,ELISA-O-060,test_653,3100,C6,3 ml Serum,IFA,2 - 8 °C,Wed / Sat 5 pm,Next Day 9 pm
654,Maharashtra,Mumbai,ELISA-O-059,test_654,1980,C5,3 ml Serum,IFA,2 - 8 °C,Daily 12 pm,Next Day 9 pm
655,Maharashtra,Mumbai,ELISA015,test_655,7800,C5,3 ml Serum,EIA,2 - 8 °C,Mon/ Thu 12 pm,Next day 9 pm
656,Maharashtra,Mumbai,SERO-O-028,test_656,5000,C5,3 ml Serum (over fasting mandatory),CMIA,2 - 8 °C,Wed / Sat 3 pm,3rd Day 8 pm
657,Maharashtra,Mumbai,BIOC087,test_657,630,C6,2 ml Dialysis Fluid in Sterile Container,ISE,2 - 8 °C,Daily 9 am to 8 pm,Same Day
658,Maharashtra,Mumbai,BIOC089,test_658,600,C2,10 ml Spot Urine,ISE,2 - 8 °C,Daily 9 am to 8 pm,Same Day
659,Maharashtra,Mumbai,BIOC088,test_659,630,C2,10 ml Aliquot of 24 hrs Urine,ISE,2 - 8 °C,Daily 9 am to 8 pm,Same Day
660,Maharashtra,Mumbai,BIOC085,test_660,500,C1,2 ml Serum,ISE,2 - 8 °C,Daily 9 am to 8 pm,Same Day
661,Maharashtra,Mumbai,BIOC083,test_661,300,C1,2 ml Serum,Jaffe,2 - 8 °C,Daily 9 am to 8 pm,Same Day
662,Maharashtra,Mumbai,MOLBI071,test_662,8500,C6,FFPE Block (>10% of tumor containt),Real Time PCR,Room Temp,Tue / Thu / Sat 6 pm,6th Day 9 pm
663,Maharashtra,Mumbai,IMMU-O-040,test_663,3300,C3,"3 ml Serum With Usg Report, NT Value, (MAP & UTPI) Value, Clinical History required",Time Resolve Fluorometry,2 - 8 °C,Daily 5 pm,4th Day 7 pm
664,Maharashtra,Mumbai,MICRO057,test_664,600,C5,1 ml Cyst Fluid,Microscopy,2 - 8 °C,Daily 3 pm,3rd Day 9 pm
665,Maharashtra,Mumbai,ELISA-O-058,test_665,1350,C5,3 ml Serum,EIA,2 - 8 °C,Mon/ Wed/ Fri 12 pm,Next Day 9 pm
666,Maharashtra,Mumbai,MOLBI070,test_666,6650,C6,"3 ml EDTA Whole Blood, CSF, Tissue in normal saline",PCR,2 - 8 °C,Wed / Sat 3 pm,Fri/ Tue 7 pm
667,Maharashtra,Mumbai,ELISA-O-057,test_667,1850,C6,3 ml Serum,CLIA,2 - 8 °C,Daily 6 pm,3rd Day 7 pm
668,Maharashtra,Mumbai,ELISA-O-056,test_668,2180,C6,3 ml Serum,EIA,2 - 8 °C,Mon/ Thu 6 pm,Next day 8 pm
669,Maharashtra,Mumbai,ELISA-O-055,test_669,2050,C6,3 ml Serum,CLIA,2 - 8 °C,Sat 6 pm,Mon 8 pm
670,Maharashtra,Mumbai,ELISA-O-054,test_670,2060,C6,3 ml Serum,CLIA,2 - 8 °C,Sat 6 pm,Mon 8 pm
671,Maharashtra,Mumbai,ELISA-O-053,test_671,2100,C6,3 ml Serum,CLIA,2 - 8 °C,Sat 6 pm,Mon 8 pm
672,Maharashtra,Mumbai,MOLBI068,test_672,4550,C6,2ml CSF in sterile Container,Real Time PCR,2 - 8 °C,Wed/ Sat 6 pm,Fi/ Tue 7 pm
673,Maharashtra,Mumbai,MOLBI067,test_673,4240,C6,3 ml EDTA Whole Blood,Real Time PCR,2 - 8 °C,Wed/ Sat 6 pm,Fi/ Tue 7 pm
674,Maharashtra,Mumbai,IMMU032,test_674,700,C2,2 ml Serum,ELFA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
675,Maharashtra,Mumbai,MICRO056,test_675,370,C6,Stool In Sterile Container,Microscopy,2 - 8 °C,Daily 5 pm,Next day 7 pm
676,Maharashtra,Mumbai,CIPA-O-017,test_676,160,C6,20 ml Spot Urine,Urine chemistry & Microscopy,2 - 8 °C,Daily 5 pm,Next Day 12 pm
677,Maharashtra,Mumbai,IMMU-O-039,test_677,2350,C3,3 ml Serum With Usg Report & Clinical History,Time Resolve Flurometry,2 - 8 °C,Daily 5 pm,3rd Day 10 pm
678,Maharashtra,Mumbai,BIOC082,test_678,1600,C3,2 ml Serum,IFA,2 - 8 °C,Mon / Wed / Sat 1 pm,Same Day 7 pm
679,Maharashtra,Mumbai,POP-O-043,test_679,4370,C6,10 ml Spot Urine,Biochemical,Room Temp,Daily 6 pm,Next Day 3 pm
680,Maharashtra,Mumbai,POP-O-042,test_680,2900,C6,10 ml Spot Urine,Lateral flow Immuunoassay,2 - 8 °C,Daily 12 pm,Next Day 6 pm
681,Maharashtra,Mumbai,POP-O-041,test_681,2550,C6,10 ml Spot Urine,Biochemical,2 - 8 °C,Daily 6 pm,Next Day 3 pm
682,Maharashtra,Mumbai,POP-O-040,test_682,6350,C6,10 ml Spot Urine,Biochemical,2 - 8 °C,Daily 6 pm,Next Day 3 pm
683,Maharashtra,Mumbai,BIOC-O-077,test_683,4140,C6,"10 ml Aliquot of 24 Hrs. Urine. In 10 ml of 6 M HCl, Mention volume",EIA,2 - 8 °C,Tue 5 pm,3rd Day 9 pm
684,Maharashtra,Mumbai,ELISA014,test_684,2650,C6,3 ml EDTA Plasma or Na Heparin Plasma,EIA,2 - 8 °C,Tue 5 pm,3rd Day 9 pm
685,Maharashtra,Mumbai,BIOC-O-076,test_685,140,C5,10 ml Spot Urine (1st morning urine),Biochemical,2 - 8 °C,Daily 3 pm,Next day 7 pm
686,Maharashtra,Mumbai,SERO-O-021,test_686,2700,C6,3 ml Serum,EIA,2 - 8 °C,Mon/ Thu 3 pm,3rd Day 6 pm
687,Maharashtra,Mumbai,IMMU031,test_687,1050,C5,"3 ml Serum, Do not use SST, Separate serum within 2 hrs of collection, Collect sample 6-8 hrs after the dose",CLIA,2 - 8 °C,Daily 3 pm,Next day 7 pm
688,Maharashtra,Mumbai,GENP-O-157,test_688,6600,C6,4 ml Peripheral Blood in Na Heparin,FISH,2 - 8 °C,Daily 2 pm,8th Day 7 pm
689,Maharashtra,Mumbai,HAEM018,test_689,2350,C4,"3 ml EDTA Whole Blood, 2 ml Platelet Poor Citrated Plasma",Refer Individual  Test,Frozen,Daily 9 am to 7 pm,Same Day
690,Maharashtra,Mumbai,POP037,test_690,580,C4,"3 ml EDTA Whole Blood, 2 ml Fluoride Plasma",As per indvidual test,2 - 8 °C,Daily 9 am to 7 pm,Same Day
691,Maharashtra,Mumbai,POP104,test_691,1150,C4,"3 ml EDTA Whole Blood, 2 ml Fluoride Plasma, 5 ml Serum, 10 ml Morning Urine Sample",Refer Individual  Test,2 - 8 °C,Daily 9 am to 7 pm,Same Day
692,Maharashtra,Mumbai,POP105,test_692,2600,C4,"3 ml EDTA Whole Blood, 2 ml Fluoride Plasma, 5 ml Serum, 10 ml Morning Urine Sample",Refer Individual  Test,2 - 8 °C,Daily 9 am to 7 pm,Same Day
693,Maharashtra,Mumbai,IMMU-O-037,test_693,2700,C5,3 ml Serum,EIA,2 - 8 °C,Tue / Thu / Sat 6 pm,Next day 7 pm
694,Maharashtra,Mumbai,IMMU-O-029,test_694,1150,C5,"3 ml Serum (overnight fasting preferred, specify age & sex)",CMIA,2 - 8 °C,Daily 3 pm,Next day 7 pm
695,Maharashtra,Mumbai,IMMU-O-025,test_695,2680,C5,"3 ml Serum (overnight fasting preferred, specify age & sex)",EIA,2 - 8 °C,Mon / Thu 12 pm,Next day 7 pm
696,Maharashtra,Mumbai,SERO-O-020,test_696,3000,C6,3 ml serum,EIA,2 - 8 °C,Wed/ Sat 6 pm,Next Day 10 pm
697,Maharashtra,Mumbai,SERO-O-019,test_697,3000,C6,3 ml serum,EIA,2 - 8 °C,Wed/ Sat 6 pm,Next Day 10 pm
698,Maharashtra,Mumbai,MOLBI168,test_698,1850,C3,2 tubes of 3 ml EDTA whole blood,Real Time PCR,2 - 8 °C,Daily 3 pm,Same Day 11 pm
699,Maharashtra,Mumbai,MOLBI062,test_699,3300,C5,2 ml CSF in Sterile Container,Real Time PCR,2 - 8 °C,Mon/ Wed/ Fri 12 pm,3rd Day 7 pm
700,Maharashtra,Mumbai,MOLBI063,test_700,1600,C3,2 Tubes of 3 ml EDTA Plasma,Real Time PCR,2 - 8 °C,Daily 3 pm,Same Day 11 pm
701,Maharashtra,Mumbai,POP336,test_701,1950,C6,"3 ml EDTA Whole Blood, 2 ml Serum",As per indvidual test,2 - 8 °C,Daily 12 pm & 4 pm,Same Day 5 Hrs
702,Maharashtra,Mumbai,ELISA013,test_702,600,C4,2 ml Serum,ELISA,2 - 8 °C,Daily 12 pm & 4 pm,Same Day 5 Hrs
703,Maharashtra,Mumbai,SERO014,test_703,600,C4,2 ml Serum,Immuno Chromatography,2 - 8 °C,Daily 9 am to 7 pm,Same Day
704,Maharashtra,Mumbai,SERO013,test_704,600,C4,2 ml Serum,Immuno Chromatography,2 - 8 °C,Daily 9 am to 7 pm,Same Day
705,Maharashtra,Mumbai,ELISA012,test_705,600,C4,2 ml Serum,ELISA,2 - 8 °C,Daily 12 pm & 4 pm,Same Day 5 Hrs
706,Maharashtra,Mumbai,SERO012,test_706,600,C4,2 ml Serum,Immuno Chromatography,2 - 8 °C,Daily 9 am to 7 pm,Same Day
707,Maharashtra,Mumbai,ELISA011,test_707,600,C4,2 ml Serum,ELISA,2 - 8 °C,Daily 12 pm & 4 pm,Same Day 5 Hrs
708,Maharashtra,Mumbai,POP-O-032,test_708,12700,C6,"3 ml Serum, 2 ml Citrate Plasma, Prepare Platelet Poor Plasma Within 1 Hrs. of Collection",Clotting,Frozen,Wed / Sat 6 pm,3rd Day 7 pm
709,Maharashtra,Mumbai,HAEM-O-012,test_709,3550,C6,3 ml Serum,CMIA,2 - 8 °C,Tue/ Thu/ Sat 6 pm,Next day 7 pm
710,Maharashtra,Mumbai,BIOC-O-075,test_710,1140,C6,3 ml Serum,Enzymatic,2 - 8 °C,Daily 5 pm,Next Day 12 pm
711,Maharashtra,Mumbai,IMMUD017,test_711,1300,C2,3 ml Citrated Platelet Poor Plasma,ELFA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
712,Maharashtra,Mumbai,CYTO027,test_712,1200,C3,Stained Slides,Microscopy,Room Temp,Daily 9 am to 8 pm,Next Day
713,Maharashtra,Mumbai,CYTO026,test_713,4150,C6,2 ml Fluid in Sterile Container,Microscopy & IHC,Room Temp,Daily 6 pm,6th Day 8 pm
714,Maharashtra,Mumbai,CYTO025,test_714,1150,C3,2 ml Synovial Fluid,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 5 pm
715,Maharashtra,Mumbai,CYTO024,test_715,1150,C3,2 ml Sputum In Sterile Container,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 5 pm
716,Maharashtra,Mumbai,CYTO023,test_716,1150,C3,2 ml Pleural Fluid In Sterile Container,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 5 pm
717,Maharashtra,Mumbai,CYTO022,test_717,1150,C3,2 ml Peritoneal Fluid,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 5 pm
718,Maharashtra,Mumbai,CYTO021,test_718,1150,C3,2 ml Pericardial Fluid In Plain Tube,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 5 pm
719,Maharashtra,Mumbai,CYTO020,test_719,1150,C3,2 ml Fluid or Smears,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 5 pm
720,Maharashtra,Mumbai,CYTO019,test_720,1150,C3,2 ml Discharge or Smears,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 5 pm
721,Maharashtra,Mumbai,CYTO018,test_721,1150,C3,2 ml Drain Fluid in Sterile Container,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 5 pm
722,Maharashtra,Mumbai,CYTO017,test_722,1150,C3,2 ml CSF in Sterile Container,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 5 pm
723,Maharashtra,Mumbai,CYTO016,test_723,1150,C3,2 ml Ascitic Fluid in Sterile Container,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 5 pm
724,Maharashtra,Mumbai,POP-O-031,test_724,2300,C6,Direct Smears & 3 ml EDTA Whole Blood,Microscopy,Room Temp,Daily 5 pm,6h Day 8 pm
725,Maharashtra,Mumbai,BIOC-O-074,test_725,6500,C9,20 ml Spot Urine,LCMS,2 - 8 °C,Wed 5 pm,Tue 8 pm
726,Maharashtra,Mumbai,IMMU-O-024,test_726,6550,C6,3 ml EDTA Plasma,LCMS,2 - 8 °C,Wed 5 pm,Tue 8 pm
727,Maharashtra,Mumbai,SERO-O-018,test_727,1640,C6,3 ml Serum,EIA,2 - 8 °C,Mon / Thu 6 pm,Next day 7 pm
728,Maharashtra,Mumbai,SERO-O-017,test_728,1780,C6,2 ml CSF in Sterile Container,EIA,2 - 8 °C,Mon / Thu 6 pm,Next day 7 pm
729,Maharashtra,Mumbai,GENP-O-044,test_729,630,C5,3 Blood Spots of heel prick on DBS card,Fluoroimmunoassay,2 - 8 °C,Mon to Fri 12 pm,3rd Day 8 pm
730,Maharashtra,Mumbai,BIOC-O-238,test_730,1380,C5,"2 ml Serum, Age & Gender mandatory",Nephelometry,2 - 8 °C,Tue/ Thu & Sat 3 pm,Next Day 9 pm
731,Maharashtra,Mumbai,IMMU-O-022,test_731,2980,C5,2 ml Serum,ECLIA,2 - 8 °C,Sat 3 pm,Mon 8 pm
732,Maharashtra,Mumbai,BIOC-O-073,test_732,2700,C5,"3 ml EDTA Whole Blood, Provide date & time of sample, Amount & time of Dose",LC-MS/MS,2 - 8 °C,Daily 3 pm,Next Day 9 pm
733,Maharashtra,Mumbai,BIOC-O-072,test_733,3330,C6,"3 ml EDTA Whole Blood, Provide date & time of sample, Amount & time of Dose",LCMS,Room Temp,Daily 6 pm,Next Day 9 pm
734,Maharashtra,Mumbai,MICRO055,test_734,570,C3,Stool In Sterile Container,Modified Ziehl Neelsen Stain,2 - 8 °C,Daily 9 am to 6 pm,Next Day 6 pm
735,Maharashtra,Mumbai,MICRO053,test_735,1200,C3,Cervical Or Vaginal Discharge In Sterile Thioglycollate / Rcm Transport Medium,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
736,Maharashtra,Mumbai,MICRO052,test_736,1250,C3,Tissue / Biospy In Sterile Thioglycollate / Rcm Transport Medium,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
737,Maharashtra,Mumbai,MICRO051,test_737,990,C3,1-2 ml Of Pus In Sterile Container,Culture,Room Temp,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
738,Maharashtra,Mumbai,MICRO050,test_738,1300,C3,Vaginal Discharge/ Cervical Secretions In Transport Media,Culture,Room Temp,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
739,Maharashtra,Mumbai,MICRO047,test_739,1050,C3,2 ml Fluid in  Bactec Plus Anaerobic Bottle,BACTEC FX /BACT ALERT /VITEK 2,Room Temp,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
740,Maharashtra,Mumbai,MICRO-O-004,test_740,1050,C3,10 ml Blood In Bactec Anaerobic Plus Bottle Or Bact Alert Fn,BACTEC FX /BACT ALERT /VITEK 2,Room Temp,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
741,Maharashtra,Mumbai,MICRO044,test_741,990,C3,2 ml Bone Marrow In  Bactec Plus Anaerobic Bottle,BACTEC FX /BACT ALERT /VITEK 2,Room Temp,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
742,Maharashtra,Mumbai,MICRO-O-003,test_742,990,C3,"Pus, Fluid Etc In Anaerobic Bottle",Culture,Room Temp,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
743,Maharashtra,Mumbai,MICRO034,test_743,990,C3,Vaginal Swab In Amies Transport Medium,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
744,Maharashtra,Mumbai,MICRO023,test_744,990,C3,Sample In Sterile Container,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
745,Maharashtra,Mumbai,MICRO033,test_745,990,C3,5 ml Midstream Urine Sample In Sterile  Container,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
746,Maharashtra,Mumbai,MICRO032,test_746,990,C3,Urethral Discharge In Sterile Container / Amies Transport Medium,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
747,Maharashtra,Mumbai,MICRO031,test_747,990,C3,Tissue In Sterile Container/ Small Biopsy In Sterile Saline,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
748,Maharashtra,Mumbai,MICRO030,test_748,990,C3,Throat Swab In Amies Transport Medium,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
749,Maharashtra,Mumbai,MICRO029,test_749,990,C3,Throat Swab In Amies Transport Medium,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
750,Maharashtra,Mumbai,MICRO028,test_750,990,C3,Stool In Sterile Container,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
751,Maharashtra,Mumbai,MICRO027,test_751,990,C3,3 ml Sputum In Sterile Container,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
752,Maharashtra,Mumbai,MICRO026,test_752,990,C3,3 ml Semen Sample In Sterile Container,Culture / VITEK 2,Room Temp,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
753,Maharashtra,Mumbai,MICRO025,test_753,990,C3,Respiratory Samples Except Sputum In Sterile Container,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
754,Maharashtra,Mumbai,MICRO024,test_754,990,C3,2 ml Pus /Pus Swab In Sterile Container / Amies Transport Medium,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
755,Maharashtra,Mumbai,MICRO022,test_755,990,C3,Eye Specimen in Sterile Container / Amies Transport Medium,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
756,Maharashtra,Mumbai,MICRO021,test_756,990,C3,Endotracheal Tube Secretion In Sterile Container,Culture,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
757,Maharashtra,Mumbai,MICRO020,test_757,990,C3,Ear specimen In Sterile  Container / Amies Transport Medium,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
758,Maharashtra,Mumbai,MICRO019,test_758,990,C3,2 ml CSF in Sterile Container,Culture / VITEK 2,Room Temp,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
759,Maharashtra,Mumbai,MICRO018,test_759,990,C3,Central Line Tip in Sterile Container,Culture / VITEK 2,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
760,Maharashtra,Mumbai,MICRO017,test_760,990,C3,8 - 10 ml Body Fluid In Bactec Plus Aerobic Bottle,BACTEC FX /BACT ALERT /VITEK 2,Room Temp,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
761,Maharashtra,Mumbai,MICRO015,test_761,990,C3,2 ml Bone Marrow In  Bactec Plus Aerobic Bottle,BACTEC FX /BACT ALERT /VITEK 2,Room Temp,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
762,Maharashtra,Mumbai,MICRO014,test_762,990,C3,"Tissue , Urine, Fluid Etc In Sterile Container",Culture,2 - 8 °C,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
763,Maharashtra,Mumbai,CYTO-O-014,test_763,2900,C6,"2 ml CSF in Sterile Container, 3 ml Serum",Immunoturbidimetry,2 - 8 °C,Daily 5 pm,Next Day 3 pm
764,Maharashtra,Mumbai,CYTO-O-013,test_764,13700,C6,2 ml CSF in Sterile Container,Western Blotting & SABD Systerm,2 - 8 °C,Daily 5 pm,3rd Day 5 pm
765,Maharashtra,Mumbai,MICRO010,test_765,330,C3,2 ml CSF in Sterile Container,Microscopy,Room Temp,Daily 9 am to 5 pm,Next day 2 pm
766,Maharashtra,Mumbai,SERO-O-015,test_766,1780,C5,3 ml Serum,ICT,2 - 8 °C,Daily 12 pm,Next day 7 pm
767,Maharashtra,Mumbai,SERO-O-014,test_767,1780,C5,2 ml CSF in Sterile Container,ICT,2 - 8 °C,Daily 12 pm,Next day 7 pm
768,Maharashtra,Mumbai,IMMU-O-021,test_768,1200,C6,2 ml Serum,Biochemical,Room Temp,Daily 6 pm,3rd day 8 pm
769,Maharashtra,Mumbai,BIOC080,test_769,580,C2,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
770,Maharashtra,Mumbai,BIOC078,test_770,580,C2,"2 ml Serum, 10 ml aliquot of 24 Hrs Urine. No Preservative",Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
771,Maharashtra,Mumbai,BIOC183,test_771,300,C1,10 ml Spot Urine,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
772,Maharashtra,Mumbai,BIOC076,test_772,270,C6,2 ml Body Fluid in Sterile Container,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day 6 Hrs
773,Maharashtra,Mumbai,BIOC001,test_773,360,C1,"10 ml Aliquot of 24 Hrs. Urine. No Preservative, Mention volume",Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
774,Maharashtra,Mumbai,BIOC074,test_774,230,C1,2 ml Serum,Jaffe,2 - 8 °C,Daily 9 am to 8 pm,Same Day
775,Maharashtra,Mumbai,BIOC072,test_775,440,C2,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
776,Maharashtra,Mumbai,IMMU030,test_776,800,C2,2 ml Serum,ELFA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
777,Maharashtra,Mumbai,IMMU-O-019,test_777,8000,C6,2 ml Serum,Electrophoresis,2 - 8 °C,Thu 6 pm,Next day 9 pm
778,Maharashtra,Mumbai,IMMU029,test_778,1270,C3,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
779,Maharashtra,Mumbai,IMMU028,test_779,1270,C3,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
780,Maharashtra,Mumbai,IMMU027,test_780,1270,C3,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
781,Maharashtra,Mumbai,GENP-O-039,test_781,7550,C9,"3 ml EDTA Whole Blood, Do not keep EDTA whole blood with ice pack, genetic history is mandatory",Sanger Sequencing,2 - 8 °C,Daily 6pm,9th Day 9 pm
782,Maharashtra,Mumbai,ELISA-O-052,test_782,1700,C5,2 ml Serum,EIA,2 - 8 °C,Tue 5 pm,3rd Day 7 pm
783,Maharashtra,Mumbai,ELISA-O-051,test_783,1700,C5,2 ml Serum,EIA,2 - 8 °C,Sat 3 pm,3rd Day 7 pm
784,Maharashtra,Mumbai,MOLBI139,test_784,500,C7,Nasophyragenal & Throat Swab in VTM medium,RT PCR,Room Temp,Daily 9 am to 6 pm,Next Day
785,Maharashtra,Mumbai,IMMU025,test_785,700,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
786,Maharashtra,Mumbai,IMMU024,test_786,700,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
787,Maharashtra,Mumbai,IMMU023,test_787,700,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
788,Maharashtra,Mumbai,BIOC-O-071,test_788,2920,C6,3 ml Serum In Metal Free Tube. Use powder less gloves for collection,ICPMS,2 - 8 °C,Daily 6 pm,4th Day 9 pm
789,Maharashtra,Mumbai,CIPA-O-016,test_789,2100,C5,"10 ml random Urine. Collected in a acid wash metal free container, Use powder less gloves",ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 8 pm
790,Maharashtra,Mumbai,CIPA-O-015,test_790,2100,C5,"20 ml Aliquot of 24 Hrs. Urine. Collected in a acid wash metal free container, Mention volume, Use powder less gloves",ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 8 pm
791,Maharashtra,Mumbai,BIOC-O-070,test_791,1500,C5,3 ml Serum In Metal Free Tube ( Royal Blue top tube). Use powder less gloves for collection,ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 8 pm
792,Maharashtra,Mumbai,HAEM017,test_792,700,C2,2 ml Serum,Agglutination,2 - 8 °C,Daily 9 am to 7 pm,Same Day
793,Maharashtra,Mumbai,HAEM016,test_793,700,C2,3 ml EDTA Whole Blood,Agglutination,2 - 8 °C,Daily 9 am to 7 pm,Same Day
794,Maharashtra,Mumbai,MOLBI-O-059,test_794,16000,C8,"respiratory samples in sterile container, Swab in VTM",Multiplex PCR,Room Temp,Daily 3 pm,3rd Day 7 pm
795,Maharashtra,Mumbai,CIPA-O-013,test_795,2900,C6,"10 ml Aliquot of Urine. No Preservative, Mention volume",ICPMS,2 - 8 °C,Daily 6 pm,4th Day 8 pm
796,Maharashtra,Mumbai,CIPA-O-012,test_796,2900,C6,"20 ml Aliquot of 24 Hrs. Urine. No Preservative, Mention volume",ICPMS,2 - 8 °C,Daily 6 pm,4th Day 8 pm
797,Maharashtra,Mumbai,BIOC-O-069,test_797,2900,C6,3 ml Blood in Metal Free Tube ( Serum Royal Blue Tube),ICPMS,2 - 8 °C,Daily 6 pm,4th Day 8 pm
798,Maharashtra,Mumbai,BIOC-O-068,test_798,3500,C6,3 ml Blood in Metal Free Tube ( K2 EDTA Royal Blue Tube),ICPMS,2 - 8 °C,Daily 6 pm,4th Day 8 pm
799,Maharashtra,Mumbai,MOLBI-O-007,test_799,7700,C6,"2 ml BAL, Saliva, CSF, Urine  in Sterile Container",Real Time PCR,2 - 8 °C,Tue/ Thu/ Sat 6 pm,Next Day 10 pm
800,Maharashtra,Mumbai,MOLBI031,test_800,8250,C6,3 ml EDTA Plasma,Real Time PCR,2 - 8 °C,Tue/ Thu/ Sat 6 pm,Next Day 10 pm
801,Maharashtra,Mumbai,IMMU022,test_801,700,C2,2 ml Serum,ELFA,2 - 8 °C,Tue / Thu / Sat 2 pm,Same Day 6 hrs
802,Maharashtra,Mumbai,IMMU021,test_802,700,C2,2 ml Serum,ELFA,2 - 8 °C,Tue / Thu / Sat 2 pm,Same Day 6 hrs
